agent_ID,neighb_code,age,sex,migrationbackground,hh_single,ischild,havechild,current_education,absolved_education,BMI,employed,edu_int,car_access,bike_habit,car_habit,transit_habit,incomeclass_int,SchedID,sex_male,Western,Non_Western,Dutch,HH_size,Nrchildren,student
Agent_528582,BU03636501,81,female,Western,1,0,0,no_current_edu,low,moderate_overweight,1,1,0,0,0,1,5,Sched33_3,0,1,0,0,1,0,0
Agent_800765,BU03639303,64,female,Non-Western,0,0,1,no_current_edu,middle,normal_weight,1,2,0,0,0,1,1,Sched53_37,0,0,1,0,2,1,0
Agent_69065,BU03630800,46,female,Non-Western,1,0,0,no_current_edu,middle,obese,1,2,1,0,1,0,3,Sched49_93,0,0,1,0,1,0,0
Agent_871427,BU03639703,24,male,Non-Western,1,0,0,high,high,normal_weight,1,3,1,0,0,1,2,Sched8_1,1,0,1,0,1,0,1
Agent_760192,BU03638902,0,male,Non-Western,0,1,0,no_current_edu,0,0,0,1,0,1,0,1,1,SchedBaby_0,1,0,1,0,3,0,0
Agent_365915,BU03634301,8,female,Dutch,0,1,0,low,0,normal_weight,1,1,0,0,0,0,9,SchedChild_0,0,0,0,1,4,0,0
Agent_698863,BU03638401,55,female,Non-Western,0,0,0,no_current_edu,middle,normal_weight,1,2,1,1,1,0,8,Sched49_15,0,0,1,0,3,0,0
Agent_655443,BU03638100,51,female,Non-Western,0,0,1,no_current_edu,middle,moderate_overweight,1,2,1,0,0,0,1,Sched53_18,0,0,1,0,3,2,0
Agent_777562,BU03639008,65,female,Dutch,1,0,0,no_current_edu,low,normal_weight,1,1,0,1,0,0,5,Sched33_4,0,0,0,1,1,0,0
Agent_401242,BU03634706,79,female,Dutch,0,0,0,no_current_edu,middle,normal_weight,1,2,1,1,0,0,9,Sched33_2,0,0,0,1,4,0,0
Agent_256971,BU03633201,2,male,Non-Western,0,1,0,no_current_edu,0,0,0,1,1,1,0,0,1,SchedBaby_0,1,0,1,0,2,0,0
Agent_175365,BU03632403,25,male,Dutch,0,0,1,high,high,normal_weight,1,3,1,1,1,1,7,Sched92_0,1,0,0,1,3,1,1
Agent_647716,BU03637803,65,male,Non-Western,1,0,0,no_current_edu,low,normal_weight,1,1,0,1,0,1,10,Sched41_0,1,0,1,0,1,0,0
Agent_785817,BU03639102,69,female,Western,0,0,0,no_current_edu,high,normal_weight,1,3,1,1,1,0,9,Sched33_4,0,1,0,0,4,0,0
Agent_544700,BU03636700,5,male,Western,0,1,0,no_current_edu,0,normal_weight,1,1,1,1,0,0,1,SchedChild_0,1,1,0,0,4,0,0
Agent_262180,BU03633300,47,male,Dutch,0,0,1,no_current_edu,high,normal_weight,1,3,1,1,1,0,10,Sched61_54,1,0,0,1,2,1,0
Agent_33272,BU03630501,52,female,Dutch,1,0,0,no_current_edu,high,normal_weight,1,3,0,1,0,0,6,Sched49_77,0,0,0,1,1,0,0
Agent_376498,BU03634402,65,female,Dutch,1,0,0,no_current_edu,low,normal_weight,1,1,0,1,0,0,5,Sched33_3,0,0,0,1,1,0,0
Agent_423130,BU03634905,71,male,Dutch,0,0,0,no_current_edu,middle,moderate_overweight,1,2,1,1,1,1,9,Sched41_8,1,0,0,1,2,0,0
Agent_773869,BU03639003,39,male,Dutch,0,0,1,no_current_edu,low,moderate_overweight,1,1,1,0,1,1,3,Sched77_29,1,0,0,1,2,1,0
Agent_404299,BU03634801,23,female,Dutch,0,0,0,no_current_edu,high,normal_weight,1,3,0,1,0,0,9,Sched1_0,0,0,0,1,4,0,0
Agent_117507,BU03631503,12,female,Dutch,0,1,0,low,0,normal_weight,0,1,0,1,0,0,2,Sched18_16,0,0,0,1,2,0,0
Agent_764263,BU03639000,1,female,Non-Western,0,1,0,no_current_edu,0,0,0,1,0,1,0,0,1,SchedBaby_1,0,0,1,0,3,0,0
Agent_658066,BU03638101,25,male,Dutch,0,0,1,no_current_edu,high,moderate_overweight,1,3,1,1,1,0,10,Sched93_16,1,0,0,1,4,2,0
Agent_562413,BU03636902,29,male,Dutch,0,0,0,no_current_edu,high,normal_weight,1,3,1,1,1,0,6,Sched89_10,1,0,0,1,2,0,0
Agent_448221,BU03635300,39,female,Dutch,1,0,0,no_current_edu,middle,obese,1,2,0,1,0,0,5,Sched65_12,0,0,0,1,1,0,0
Agent_601975,BU03637502,24,female,Dutch,1,0,0,no_current_edu,high,moderate_overweight,1,3,0,1,1,0,6,Sched1_5,0,0,0,1,1,0,0
Agent_466849,BU03635503,62,male,Dutch,0,0,0,no_current_edu,high,moderate_overweight,1,3,1,1,1,0,9,Sched57_135,1,0,0,1,3,0,0
Agent_62058,BU03630704,25,male,Western,0,0,0,no_current_edu,high,normal_weight,1,3,0,1,0,1,3,Sched89_21,1,1,0,0,3,0,0
Agent_458092,BU03635402,28,female,Dutch,1,0,0,no_current_edu,high,moderate_overweight,1,3,0,1,0,1,8,Sched81_3,0,0,0,1,1,0,0
Agent_297180,BU03633505,28,male,Non-Western,0,0,0,no_current_edu,low,underweight,1,1,0,1,0,1,7,Sched89_39,1,0,1,0,3,0,0
Agent_402727,BU03634709,63,male,Dutch,1,0,0,no_current_edu,high,normal_weight,1,3,0,1,0,0,8,Sched57_119,1,0,0,1,1,0,0
Agent_577748,BU03637001,40,female,Dutch,0,0,1,no_current_edu,high,normal_weight,1,3,1,1,1,0,6,Sched69_10,0,0,0,1,3,1,0
Agent_536070,BU03636601,81,female,Dutch,1,0,0,no_current_edu,high,moderate_overweight,1,3,0,0,0,0,6,Sched33_4,0,0,0,1,1,0,0
Agent_314009,BU03633705,13,male,Dutch,0,1,0,low,0,normal_weight,1,1,1,1,0,0,1,Sched24_25,1,0,0,1,3,0,0
Agent_718600,BU03638600,51,male,Non-Western,0,0,1,no_current_edu,low,moderate_overweight,1,1,0,1,1,0,9,Sched61_6,1,0,1,0,2,1,0
Agent_344479,BU03634100,27,male,Non-Western,1,0,0,no_current_edu,high,moderate_overweight,1,3,1,1,1,0,1,Sched89_37,1,0,1,0,1,0,0
Agent_136225,BU03631801,37,male,Non-Western,1,0,0,no_current_edu,middle,normal_weight,1,2,0,0,1,1,1,Sched73_6,1,0,1,0,1,0,0
Agent_831273,BU03639409,32,male,Western,1,0,0,no_current_edu,high,obese,1,3,0,1,0,0,5,Sched89_18,1,1,0,0,1,0,0
Agent_404890,BU03634801,48,female,Dutch,0,0,1,no_current_edu,low,normal_weight,1,1,0,1,0,0,8,Sched53_24,0,0,0,1,3,2,0
Agent_752325,BU03638808,82,male,Dutch,0,0,1,no_current_edu,high,moderate_overweight,1,3,1,1,1,0,6,Sched45_3,1,0,0,1,2,1,0
Agent_129265,BU03631700,39,female,Non-Western,0,0,0,no_current_edu,high,normal_weight,1,3,0,1,0,1,5,Sched65_2,0,0,1,0,4,0,0
Agent_576230,BU03637000,71,female,Non-Western,1,0,0,no_current_edu,high,moderate_overweight,1,3,1,1,1,0,7,Sched33_4,0,0,1,0,1,0,0
Agent_5252,BU03630102,38,male,Non-Western,0,0,0,no_current_edu,middle,normal_weight,1,2,0,1,0,1,8,Sched73_8,1,0,1,0,3,0,0
Agent_822454,BU03639403,72,female,Dutch,0,0,1,no_current_edu,low,moderate_overweight,0,1,1,0,1,1,4,Sched39_9,0,0,0,1,3,1,0
Agent_587567,BU03637102,12,male,Dutch,0,1,0,low,0,moderate_overweight,0,1,1,1,0,0,1,Sched26_52,1,0,0,1,2,0,0
Agent_71730,BU03630801,45,male,Dutch,1,0,0,no_current_edu,high,moderate_overweight,1,3,1,1,0,1,9,Sched57_153,1,0,0,1,1,0,0
Agent_257448,BU03633201,17,female,Dutch,0,1,0,middle,low,normal_weight,0,1,0,0,1,1,1,Sched18_139,0,0,0,1,3,0,0
Agent_646443,BU03637803,60,female,Non-Western,0,0,1,no_current_edu,low,normal_weight,1,1,0,0,0,1,6,Sched53_19,0,0,1,0,3,1,0
Agent_274581,BU03633305,34,female,Dutch,0,0,1,no_current_edu,high,normal_weight,0,3,1,1,0,1,1,Sched87_5,0,0,0,1,3,2,0
Agent_709401,BU03638501,57,female,Dutch,0,0,1,no_current_edu,high,normal_weight,0,3,1,1,1,1,3,Sched55_9,0,0,0,1,4,2,0
Agent_628661,BU03637705,3,male,Dutch,0,1,0,no_current_edu,0,0,1,1,1,1,0,0,1,SchedBaby_1,1,0,0,1,3,0,0
Agent_691002,BU03638400,3,male,Dutch,0,1,0,no_current_edu,0,0,0,1,0,1,0,0,1,SchedBaby_1,1,0,0,1,2,0,0
Agent_216952,BU03632803,26,female,Dutch,1,0,0,no_current_edu,high,normal_weight,1,3,0,1,0,0,5,Sched81_13,0,0,0,1,1,0,0
Agent_501906,BU03636000,52,male,Non-Western,0,0,1,no_current_edu,middle,normal_weight,1,2,1,1,1,0,10,Sched61_23,1,0,1,0,2,1,0
Agent_554884,BU03636803,2,male,Non-Western,0,1,0,no_current_edu,0,0,1,1,0,1,0,0,2,SchedBaby_1,1,0,1,0,2,0,0
Agent_119855,BU03631600,31,male,Dutch,1,0,0,no_current_edu,high,normal_weight,1,3,1,1,1,0,9,Sched89_15,1,0,0,1,1,0,0
Agent_855352,BU03639603,31,female,Non-Western,0,0,1,no_current_edu,high,moderate_overweight,1,3,0,1,0,1,8,Sched85_1,0,0,1,0,3,1,0
Agent_672528,BU03638201,11,male,Dutch,0,1,0,low,0,normal_weight,0,1,1,1,0,0,3,Sched26_96,1,0,0,1,3,0,0
Agent_113208,BU03631405,3,male,Dutch,0,1,0,no_current_edu,0,0,1,1,1,1,0,0,10,SchedBaby_1,1,0,0,1,2,0,0
Agent_463764,BU03635501,46,male,Western,1,0,0,no_current_edu,high,moderate_overweight,1,3,1,1,1,0,7,Sched57_66,1,1,0,0,1,0,0
Agent_298362,BU03633505,40,male,Dutch,0,0,1,no_current_edu,high,normal_weight,1,3,1,1,1,0,8,Sched77_20,1,0,0,1,3,2,0
Agent_644696,BU03637803,28,male,Dutch,0,0,0,no_current_edu,high,moderate_overweight,1,3,1,0,1,0,1,Sched89_1,1,0,0,1,4,0,0
Agent_443831,BU03635203,38,female,Dutch,1,0,0,no_current_edu,high,normal_weight,1,3,0,1,0,0,9,Sched65_6,0,0,0,1,1,0,0
Agent_619858,BU03637701,49,female,Non-Western,0,0,1,no_current_edu,middle,normal_weight,1,2,1,1,1,0,5,Sched53_26,0,0,1,0,5,3,0
Agent_86684,BU03630908,52,male,Dutch,1,0,0,no_current_edu,high,normal_weight,1,3,0,1,0,1,5,Sched57_127,1,0,0,1,1,0,0
Agent_734367,BU03638703,19,male,Non-Western,0,0,0,middle,low,normal_weight,1,1,0,1,0,1,4,Sched8_21,1,0,1,0,4,0,0
Agent_475041,BU03635600,45,male,Dutch,0,0,0,no_current_edu,middle,moderate_overweight,1,2,1,1,1,0,6,Sched57_62,1,0,0,1,4,0,0
Agent_503876,BU03636001,8,male,Non-Western,0,1,0,low,0,moderate_overweight,0,1,1,1,0,0,2,SchedChild_0,1,0,1,0,4,0,0
Agent_788820,BU03639300,36,male,Non-Western,1,0,0,no_current_edu,low,normal_weight,1,1,1,1,0,0,3,Sched73_5,1,0,1,0,1,0,0
Agent_631565,BU03637705,59,female,Non-Western,1,0,0,no_current_edu,low,normal_weight,1,1,0,0,0,0,8,Sched49_37,0,0,1,0,1,0,0
Agent_736926,BU03638703,61,male,Dutch,1,0,0,no_current_edu,middle,obese,1,2,0,1,0,1,9,Sched57_66,1,0,0,1,1,0,0
Agent_443944,BU03635203,42,male,Non-Western,0,0,0,no_current_edu,middle,normal_weight,1,2,1,0,1,0,9,Sched73_3,1,0,1,0,2,0,0
Agent_297004,BU03633505,33,female,Non-Western,0,0,1,no_current_edu,high,normal_weight,1,3,1,0,1,0,9,Sched85_2,0,0,1,0,2,1,0
Agent_361248,BU03634203,45,female,Dutch,0,0,1,no_current_edu,low,normal_weight,0,1,0,1,0,1,2,Sched55_7,0,0,0,1,3,1,0
Agent_710504,BU03638502,13,male,Non-Western,0,1,0,low,0,normal_weight,0,1,1,1,0,0,1,Sched26_114,1,0,1,0,4,0,0
Agent_162827,BU03632300,27,male,Dutch,0,0,0,no_current_edu,high,underweight,1,3,1,1,0,1,9,Sched89_4,1,0,0,1,4,0,0
Agent_839103,BU03639413,22,male,Non-Western,1,0,0,middle,low,normal_weight,0,1,0,0,0,1,4,Sched10_14,1,0,1,0,1,0,0
Agent_616584,BU03637700,57,male,Non-Western,0,0,1,no_current_edu,middle,obese,1,2,1,1,1,0,2,Sched61_17,1,0,1,0,4,2,0
Agent_380324,BU03634404,68,male,Dutch,0,0,0,no_current_edu,high,obese,1,3,1,0,1,0,8,Sched41_7,1,0,0,1,4,0,0
Agent_516671,BU03636200,1,female,Western,0,1,0,no_current_edu,0,0,1,1,1,1,0,0,5,SchedBaby_1,0,1,0,0,4,0,0
Agent_316367,BU03633705,26,male,Dutch,0,0,1,no_current_edu,low,normal_weight,1,1,1,0,0,0,9,Sched93_16,1,0,0,1,2,1,0
Agent_182596,BU03632500,37,female,Non-Western,0,0,0,no_current_edu,high,normal_weight,1,3,0,1,0,1,7,Sched65_8,0,0,1,0,2,0,0
Agent_73116,BU03630803,49,male,Dutch,0,0,1,no_current_edu,high,moderate_overweight,1,3,1,1,1,0,10,Sched61_56,1,0,0,1,4,2,0
Agent_12286,BU03630201,75,female,Non-Western,1,0,0,no_current_edu,middle,obese,0,2,0,0,0,1,3,Sched35_36,0,0,1,0,1,0,0
Agent_705144,BU03638402,86,female,Non-Western,0,0,0,no_current_edu,low,obese,1,1,1,1,1,0,5,Sched33_0,0,0,1,0,4,0,0
Agent_486368,BU03635607,18,female,Western,1,0,0,high,middle,normal_weight,1,2,0,0,0,1,9,Sched0_25,0,1,0,0,1,0,1
Agent_373788,BU03634401,66,female,Dutch,0,0,1,no_current_edu,middle,moderate_overweight,0,2,1,1,0,0,2,Sched39_49,0,0,0,1,2,1,0
Agent_648146,BU03637803,67,female,Dutch,1,0,0,no_current_edu,middle,normal_weight,1,2,1,1,1,0,3,Sched33_3,0,0,0,1,1,0,0
