agent_ID,neighb_code,age,sex,migrationbackground,hh_single,ischild,havechild,current_education,absolved_education,BMI,employed,edu_int,car_access,bike_habit,car_habit,transit_habit,incomeclass_int,SchedID,sex_male,Western,Non_Western,Dutch,HH_size,Nrchildren,student
Agent_513365,BU03636101,27,male,Non-Western,0,0,0,no_current_edu,low,normal_weight,1,1,0,0,0,0,3,Sched89_37,1,0,1,0,2,0,0
Agent_694634,BU03638400,67,male,Dutch,0,0,0,no_current_edu,low,normal_weight,1,1,1,0,1,0,3,Sched41_8,1,0,0,1,3,0,0
Agent_267790,BU03633302,66,male,Dutch,1,0,0,no_current_edu,high,normal_weight,1,3,0,1,0,0,10,Sched41_6,1,0,0,1,1,0,0
Agent_197942,BU03632601,30,male,Dutch,1,0,0,no_current_edu,high,normal_weight,1,3,1,1,1,1,5,Sched89_32,1,0,0,1,1,0,0
Agent_556620,BU03636803,30,male,Non-Western,0,0,0,no_current_edu,low,moderate_overweight,1,1,0,0,0,0,1,Sched89_17,1,0,1,0,2,0,0
Agent_838387,BU03639413,12,male,Dutch,0,1,0,low,0,obese,0,1,0,0,0,1,1,Sched26_121,1,0,0,1,4,0,0
Agent_590629,BU03637106,59,male,Dutch,0,0,1,no_current_edu,high,obese,1,3,1,0,1,0,9,Sched61_30,1,0,0,1,2,1,0
Agent_807935,BU03639306,65,male,Non-Western,0,0,1,no_current_edu,middle,normal_weight,1,2,1,1,1,0,7,Sched45_3,1,0,1,0,4,2,0
Agent_870732,BU03639702,68,male,Non-Western,0,0,1,no_current_edu,low,normal_weight,1,1,0,0,0,1,5,Sched45_2,1,0,1,0,3,1,0
Agent_835633,BU03639410,70,male,Non-Western,0,0,0,no_current_edu,low,moderate_overweight,1,1,1,0,1,0,2,Sched41_10,1,0,1,0,2,0,0
Agent_676709,BU03638202,30,female,Non-Western,0,0,1,no_current_edu,high,normal_weight,0,3,1,1,0,1,2,Sched87_13,0,0,1,0,3,1,0
Agent_682592,BU03638203,32,male,Western,0,0,1,no_current_edu,high,moderate_overweight,1,3,1,1,1,0,5,Sched93_3,1,1,0,0,3,1,0
Agent_338439,BU03634000,68,male,Non-Western,0,0,0,no_current_edu,low,normal_weight,1,1,1,0,0,1,9,Sched41_6,1,0,1,0,2,0,0
Agent_635061,BU03637800,93,male,Dutch,1,0,0,no_current_edu,low,obese,1,1,1,0,0,0,2,Sched41_8,1,0,0,1,1,0,0
Agent_374974,BU03634402,36,female,Dutch,0,0,1,no_current_edu,high,moderate_overweight,1,3,0,0,0,1,9,Sched69_37,0,0,0,1,6,5,0
Agent_622239,BU03637702,31,female,Non-Western,0,0,1,no_current_edu,high,normal_weight,0,3,1,1,0,0,3,Sched87_5,0,0,1,0,2,1,0
Agent_501233,BU03636000,37,male,Dutch,0,0,1,no_current_edu,low,normal_weight,1,1,1,1,1,1,4,Sched77_31,1,0,0,1,3,1,0
Agent_405516,BU03634801,70,male,Western,1,0,0,low,middle,obese,1,2,1,0,1,0,10,Sched40_4,1,1,0,0,1,0,0
Agent_273497,BU03633305,2,female,Dutch,0,1,0,no_current_edu,0,0,0,1,0,1,0,0,1,SchedBaby_1,0,0,0,1,4,0,0
Agent_249548,BU03633102,46,male,Dutch,0,0,1,low,high,obese,0,3,0,1,0,0,3,Sched62_1,1,0,0,1,2,1,0
Agent_865786,BU03639700,82,female,Dutch,1,0,0,no_current_edu,low,moderate_overweight,1,1,1,0,1,0,10,Sched33_0,0,0,0,1,1,0,0
Agent_782037,BU03639102,11,female,Dutch,0,1,0,low,0,normal_weight,0,1,0,1,0,1,1,Sched18_12,0,0,0,1,3,0,0
Agent_748789,BU03638807,28,male,Non-Western,0,0,1,no_current_edu,high,moderate_overweight,1,3,1,1,1,1,6,Sched93_14,1,0,1,0,3,1,0
Agent_501014,BU03636000,27,male,Dutch,0,0,0,no_current_edu,high,moderate_overweight,1,3,1,1,1,1,6,Sched89_47,1,0,0,1,4,0,0
Agent_168830,BU03632400,48,male,Western,1,0,0,no_current_edu,middle,normal_weight,1,2,1,1,1,1,7,Sched57_135,1,1,0,0,1,0,0
Agent_838457,BU03639413,1,male,Non-Western,0,1,0,no_current_edu,0,0,0,1,0,1,0,1,1,SchedBaby_0,1,0,1,0,3,0,0
Agent_712880,BU03638502,62,female,Western,0,0,0,no_current_edu,middle,obese,0,2,1,0,1,0,2,Sched51_92,0,1,0,0,3,0,0
Agent_823084,BU03639404,56,male,Non-Western,0,0,0,no_current_edu,middle,normal_weight,1,2,1,1,0,0,7,Sched57_109,1,0,1,0,3,0,0
Agent_40606,BU03630600,28,male,Dutch,1,0,0,no_current_edu,middle,moderate_overweight,1,2,0,1,0,0,8,Sched89_34,1,0,0,1,1,0,0
Agent_544365,BU03636606,46,female,Non-Western,0,0,0,no_current_edu,middle,obese,1,2,1,1,1,0,7,Sched49_65,0,0,1,0,3,0,0
Agent_466155,BU03635503,29,female,Non-Western,0,0,0,middle,low,moderate_overweight,1,1,1,0,1,0,9,Sched80_7,0,0,1,0,3,0,0
Agent_572491,BU03636912,71,female,Non-Western,1,0,0,no_current_edu,low,normal_weight,1,1,1,1,1,0,8,Sched33_4,0,0,1,0,1,0,0
Agent_40823,BU03630600,39,female,Dutch,1,0,0,no_current_edu,high,normal_weight,1,3,0,1,0,0,8,Sched65_16,0,0,0,1,1,0,0
Agent_262062,BU03633300,64,female,Non-Western,1,0,0,no_current_edu,high,moderate_overweight,1,3,1,1,1,1,10,Sched49_123,0,0,1,0,1,0,0
Agent_4302,BU03630004,45,male,Dutch,1,0,0,no_current_edu,middle,normal_weight,1,2,1,1,0,0,10,Sched57_38,1,0,0,1,1,0,0
Agent_27740,BU03630406,55,male,Dutch,1,0,0,no_current_edu,high,normal_weight,1,3,0,1,0,0,3,Sched57_71,1,0,0,1,1,0,0
Agent_405952,BU03634802,19,female,Dutch,0,0,0,no_current_edu,middle,underweight,1,2,0,0,0,0,7,Sched1_14,0,0,0,1,3,0,0
Agent_341941,BU03634002,3,male,Dutch,0,1,0,no_current_edu,0,0,0,1,0,0,0,0,1,SchedBaby_0,1,0,0,1,3,0,0
Agent_807640,BU03639306,52,male,Dutch,1,0,0,no_current_edu,middle,moderate_overweight,1,2,0,1,0,1,7,Sched57_61,1,0,0,1,1,0,0
Agent_260556,BU03633202,40,male,Dutch,1,0,0,no_current_edu,high,normal_weight,1,3,1,1,0,1,5,Sched73_17,1,0,0,1,1,0,0
Agent_388148,BU03634601,58,male,Dutch,0,0,1,no_current_edu,high,moderate_overweight,1,3,1,1,0,0,10,Sched61_61,1,0,0,1,4,2,0
Agent_495480,BU03635806,52,female,Dutch,0,0,0,no_current_edu,middle,normal_weight,0,2,0,1,0,1,3,Sched51_66,0,0,0,1,4,0,0
Agent_376564,BU03634403,5,female,Dutch,0,1,0,no_current_edu,0,normal_weight,0,1,0,1,0,0,1,SchedChild_1,0,0,0,1,4,0,0
Agent_561687,BU03636902,10,male,Dutch,0,1,0,low,0,normal_weight,1,1,1,1,0,0,1,Sched24_126,1,0,0,1,4,0,0
Agent_715280,BU03638600,23,male,Non-Western,0,0,1,no_current_edu,low,moderate_overweight,1,1,1,0,0,0,2,Sched13_4,1,0,1,0,4,3,0
Agent_718382,BU03638600,50,male,Non-Western,0,0,0,no_current_edu,middle,normal_weight,1,2,1,1,1,0,5,Sched57_136,1,0,1,0,3,0,0
Agent_788370,BU03639300,44,male,Dutch,0,0,1,no_current_edu,middle,normal_weight,1,2,1,1,1,0,3,Sched77_32,1,0,0,1,2,1,0
Agent_146608,BU03632000,43,female,Dutch,0,0,1,no_current_edu,middle,normal_weight,1,2,0,1,0,1,9,Sched69_32,0,0,0,1,5,3,0
Agent_37476,BU03630503,32,male,Dutch,1,0,0,no_current_edu,high,obese,1,3,1,1,0,1,3,Sched89_29,1,0,0,1,1,0,0
Agent_688806,BU03638300,54,male,Western,1,0,0,no_current_edu,middle,moderate_overweight,1,2,0,1,0,1,7,Sched57_52,1,1,0,0,1,0,0
